question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id
Q114,SỐT XUẤT HUYẾT DENGUE,transmission,easy,Muỗi vằn sống ở đâu và đẻ trứng trong môi trường nào?,"Muỗi vằn sống trong nhà, thường ở xó tối và chỗ treo quần áo, muỗi vằn đẻ trứng trong các dụng cụ chứa nước sạch, trong, nước mưa.",answer_from_context,sốt xuất huyết dengue_text_0280,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0280
Q115,BỆNH SỞI,prevention,easy,Nhân viên y tế cần làm gì để giảm nguy cơ lây nhiễm Sởi khi tiếp xúc với bệnh nhân?,"Nhân viên y tế cần được tiêm phòng đầy đủ, hạn chế việc tiếp xúc gần khi không cần thiết và mang khẩu trang có độ lọc cao cùng vệ sinh tay sau khi tiếp xúc.",answer_from_context,bệnh sởi_text_0038,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh sởi.pdf,bệnh sởi_text_0038
Q116,BỆNH SỞI,prevention,easy,"Để giảm nguy cơ biến chứng, người bệnh nên làm gì?",Đảm bảo dinh dưỡng và nâng cao thể trạng để tăng sức đề kháng.,answer_from_context,bệnh sởi_text_0038,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh sởi.pdf,bệnh sởi_text_0038
Q117,SỐT XUẤT HUYẾT DENGUE,symptom,easy,Việc cho trẻ ăn uống như thế nào khi chán ăn hoặc nôn ói theo hướng dẫn trong tài liệu?,"Khi trẻ chán ăn hoặc nôn ói, nên chia thành nhiều lần trong ngày.",answer_from_context,sốt xuất huyết dengue_text_0187,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0187
Q118,SỐT XUẤT HUYẾT DENGUE,prevention,easy,Khi nào nên báo bác sĩ tái khám theo hướng dẫn trong tài liệu?,"Báo BS tái khám khi trẻ ăn uống ít, không đủ nhu cầu từng trẻ.",answer_from_context,sốt xuất huyết dengue_text_0187,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0187
Q119,TRUYEN NHIEM 1,cause,easy,Nguyên nhân gây ra uốn ván là gì?,"Uốn ván do vi khuẩnPasteurella multocida gây ra, thường gặp ở những người chưa được chủng ngừa đầy đủ.",answer_from_context,Truyen-nhiem-1_text_0062,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0062
Q120,BỆNH TAY CHÂN MIỆNG,definition,easy,Chăm sóc bệnh tay chân miệng bao gồm những bước nào?,Tại phòng khám và khoa điều trị cần có lưu đồ chăm sóc bệnh tay chân miệng giúp điều dưỡng phân độ đúng và chăm sóc phù hợp theo phân độ.,answer_from_context,bệnh tay chân miệng_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0049
Q121,BỆNH TAY CHÂN MIỆNG,clinical_manifestation,medium,"Dựa trên thông tin trong đoạn văn, bệnh nhân mắc bệnh gì sẽ có triệu chứng như thế nào?",Triệu chứng của bệnh do các bác sĩ tại Bệnh viện Bệnh Nhiệt đới TP Hồ Chí Minh không được đề cập cụ thể trong đoạn văn.,answer_from_context,bệnh tay chân miệng_text_0006,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0006
Q122,BỆNH SỐT RÉT,clinical_manifestation,medium,Triệu chứng nào có thể xuất hiện khi dùng primaquin và cần phải dừng thuốc?,"sốt, nước tiểu màu đỏ sâm hoặc đen, vàng da, vàng mắt, đau lưng, chóng mặt, khó thở...",answer_from_context,bệnh sốt rét_text_0045,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0045
Q123,BỆNH SỐT RÉT,risk_group,medium,Người bệnh thiếu G6PD cần được theo dõi chặt chẽ khi dùng primaquin vì lý do gì?,Người bệnh thiếu G6PD va bán thiếu cần phải được theo dõi chặt chẽ khi dùng primaquin.,answer_from_context,bệnh sốt rét_text_0045,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0045
Q124,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Ngoài việc sử dụng vận mạch noradrenalin, dobutamin, dopamine, adrenalin và milrinon, khi nào cần xem xét chỉ định ECMO?","C.1.6. Dư dịch a) Chẩn đoán: khám lâm sàng tìm dấu hiệu - Dư dịch ngoài lòng mạch: phù nhẹ mi mắt, mặt, chi, bụng báng, không phù phổi.",answer_from_context,sốt xuất huyết dengue_text_0082,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0082
Q125,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Khi nào cần lưu đồ xử trí sốc và làm gì trong quá trình này?,"Lưu đồ xử trí sốc được sử dụng khi có cải thiện LS nhưng Hct xu hướng tăng. Cần đánh giá M HA mỗi giờ, kiểm tra động học Hct và lactate máu, kiểm tra và điều trị ABCS, hội chẩn chuyên gia SXHD để quyết định thay đổi điều trị.",answer_from_context,sốt xuất huyết dengue_text_0152,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0152
Q126,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Cách xử trí xuất huyết như thế nào trong trường hợp HC lắng 5-10ml/kg?,Xuất huyết với HC lắng 5-10ml/kg hoặc máu toàn phần 20ml/kg trong 1-2 giờ cần được cải thiện LS và Hct. Cần xem Phụ lục 17.,answer_from_context,sốt xuất huyết dengue_text_0152,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0152
Q127,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Điều gì xảy ra khi không cải thiện LS trong xử trí sốc?,"Khi không cải thiện LS, M nhanh, nhẹ, HA còn tụt, hiệu áp < 20mmHg.",answer_from_context,sốt xuất huyết dengue_text_0152,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0152
Q128,VIÊM GAN VIRUS A,clinical_manifestation,medium,Triệu chứng lâm sàng của viêm gan A cấp tính là gì?,"Triệu chứng chủ yếu là sốt, đau mỏi cơ, nhức đầu, chán ăn, mệt mỏi, nước tiểu sẫm màu, vàng mắt, vàng da tăng dần.",answer_from_context,viêm gan virus a_text_0006,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus a.pdf,viêm gan virus a_text_0006
Q129,VIÊM GAN VIRUS A,risk_group,medium,Nhóm nguy cơ mắc bệnh viêm gan A là ai?,"Dịch tễ: tiền sử tiếp xúc với thực phẩm hoặc nguồn nước bị ô nhiễm hay trực tiếp qua quan hệ tình dục miệng - hậu môn, hoặc tiếp xúc trực tiếp với bệnh nhân bị viêm gan vi rút A",answer_from_context,viêm gan virus a_text_0006,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus a.pdf,viêm gan virus a_text_0006
Q130,TRUYEN NHIEM 1,clinical_manifestation,medium,Ban thủy đậu xuất hiện ở đâu trên cơ thể người bệnh?,Tổn thương thủy đậu có thể gặp cả ở niêm mạc hầu họng và/hoặc âm đạo.,answer_from_context,Truyen-nhiem-1_text_0046,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0046
Q131,TRUYEN NHIEM 1,clinical_manifestation,medium,Trẻ em bị thủy đậu thường có triệu chứng như thế nào so với người lớn?,Trẻ nhỏ thường có ít ban hơn so với trẻ lớn hơn.,answer_from_context,Truyen-nhiem-1_text_0046,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0046
Q132,TRUYEN NHIEM 1,clinical_manifestation,medium,Tại sao số lượng và mức độ nặng của ban thủy đậu giữa các bệnh nhân lại khác nhau?,Số lượng và mức độ nặng của ban rất khác biệt giữa các người bệnh. Trẻ nhỏ thường có ít ban hơn so với trẻ lớn hơn; các ca bệnh thứ cấp và tam cấp trong gia đình thường có số lượng ban nhiều hơn.,answer_from_context,Truyen-nhiem-1_text_0046,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0046
Q133,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Cần theo dõi các dấu hiệu nào để phát hiện sớm tình trạng quá tải ở bệnh nhân?,"dấu hiệu cần theo dõi là đột ngột ngừng thở, ho khó thở và nổi phù cổ.",answer_from_context,sốt xuất huyết dengue_text_0209,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0209
Q134,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Khi bệnh nhân xuất hiện sốc, bác sĩ sẽ điều chỉnh tốc độ truyền dịch như thế nào?","khi bệnh nhân ra sốc, bác sĩ sẽ cho truyền dịch mỗi 15 phút/lần và sau đó giảm tốc độ truyền dịch.",answer_from_context,sốt xuất huyết dengue_text_0209,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0209
Q135,DỊCH CÚM A,clinical_manifestation,medium,Các biện pháp giám sát nào được đề xuất trong văn bản?,"Giám sát các trường hợp viêm đường hô hấp cấp nặng tại các điểm giám sát trọng điểm (SARI), giám sát các trường hợp viêm phổi nặng tại các bệnh viện trên toàn quốc (SPV) và giám sát dựa vào sự kiện (EBS).",answer_from_context,dịch cúm A_text_0021,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0021
Q136,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Trẻ sốt xuất huyết Dengue có dấu hiệu cảnh báo mất nước khi nào?,"Trẻ sốt xuất huyết Dengue có dấu hiệu cảnh báo mất nước khi tổng dịch uống trong 6 giờ ít hơn 1000ml (5% x cân nặng của trẻ). Ví dụ: với cân nặng 20kg, nhu cầu cơ bản là 1500ml, cộng thêm 5% x 20kg = 1000ml, tổng cộng cần uống 2500ml trong 24 giờ. Nếu trong 6 giờ chỉ uống được 600ml thì có dấu hiệu cảnh báo mất nước.",answer_from_context,sốt xuất huyết dengue_text_0198,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0198
Q137,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Hct tăng cao chứng tỏ điều gì?,Hct tăng cao chứng tỏ có sự cô đặc máu. Điều này được xác định thông qua xét nghiệm tổng phân tích tế bào máu.,answer_from_context,sốt xuất huyết dengue_text_0198,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0198
Q138,SỐT XUẤT HUYẾT DENGUE,diagnosis,medium,Báo cáo bác sĩ khi nào trong trường hợp trẻ ói/nôn máu?,Báo cáo bác sĩ khi trẻ ói/nôn máu hoặc đi ngoài ra máu.,answer_from_context,sốt xuất huyết dengue_text_0198,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0198
Q139,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Nếu CVP ≤ 15cmH2O, cần truyền bao nhiêu ml/kg/giờ của CPT?","+ CVP ≤ 15cmH0: truyền CPT 10-20ml/kg/giờ, hoặc chỉ định truyền",answer_from_context,sốt xuất huyết dengue_text_0060,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0060
Q140,VIÊM GAN VIRUS E,treatment,medium,Thuốc nào được sử dụng để tăng cường chuyển hóa amoniac độc hại thành ure?,"Thuốc tăng cường chuyển hóa: chuyển amoniac độc hại thành ure như nhóm L-Ornithin L-Aspartat, Lactulose.",answer_from_context,viêm gan virus e_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus e.pdf,viêm gan virus e_text_0009
Q141,VIÊM GAN VIRUS E,treatment,medium,"Ngoài chophytol và sorbitol, thuốc lợi mật còn có thể sử dụng loại nào khác?","Thuốc lợi tiểu, sử dụng khi bệnh nhân tiểu ít, bắt đầu với nhóm kháng Aldosteron, có thể kết hợp với thuốc lợi tiểu khác.",answer_from_context,viêm gan virus e_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus e.pdf,viêm gan virus e_text_0009
Q142,BỆNH VIÊM GAN VIRUS C,clinical_manifestation,medium,Thuốc kháng vi-rút tác dụng trực tiếp (DAA) có thể chữa khỏi bao nhiêu người bị nhiễm viêm gan C?,Thuốc kháng vi-rút tác dụng trực tiếp (DAA) có thể chữa khỏi hơn 95% số người bị nhiễm viêm gan C.,answer_from_context,bệnh viêm gan virus c_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0008
Q143,BỆNH VIÊM GAN VIRUS C,complication,medium,Viêm gan C mạn tính gây ra bao nhiêu trường hợp tử vong hàng năm theo ước tính của WHO?,"Năm 2022, ước tính có khoảng 242.000 người tử vong vì viêm gan C, chủ yếu là do xơ gan và ung thư biểu mô tế bào gan (ung thư gan nguyên phát).",answer_from_context,bệnh viêm gan virus c_text_0008,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh viêm gan virus c.pdf,bệnh viêm gan virus c_text_0008
Q144,SỐT XUẤT HUYẾT DENGUE,risk_group,medium,"Những bệnh nhân nào có nguy cơ cao bị xuất huyết da, niêm mạc do giảm tiểu cầu trong sốt xuất huyết Dengue?","Bệnh nhân có nguy cơ cao bị xuất huyết da, niêm mạc do giảm tiểu cầu trong sốt xuất huyết Dengue.",answer_from_context,sốt xuất huyết dengue_text_0202,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0202
Q145,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Triệu chứng gì thường gặp ở bệnh nhân sốt xuất huyết Dengue?,Sốt là triệu chứng thường gặp ở bệnh nhân sốt xuất huyết Dengue.,answer_from_context,sốt xuất huyết dengue_text_0202,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0202
Q146,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Ngoài việc truyền máu, các biện pháp điều trị khác cho bệnh nhân PNCT 3 tháng cuối bao gồm những gì?","Theo dõi sát tim thai, hội chẩn chuyên gia SXHD và truyền chế phẩm máu tương tự phụ nữ không mang thai.",answer_from_context,sốt xuất huyết dengue_text_0103,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0103
Q147,SỐT XUẤT HUYẾT DENGUE,complication,medium,Những bệnh lý sản khoa nào có thể gây ra tình trạng giảm tiểu cầu ở bệnh nhân PNCT 3 tháng cuối?,"Nhai bong non, nhau tiền đạo, nhau cài răng lược, thai ngoài tử cung vỡ, vỡ tử cung, vỡ mạch máu bất thường.",answer_from_context,sốt xuất huyết dengue_text_0103,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0103
Q148,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Người bệnh sốt xuất huyết Dengue cần được điều trị như thế nào theo quy định?,Chỉ dẫn về cách nuôi dưỡng người bệnh sốt xuất huyết Dengue.,answer_from_context,sốt xuất huyết dengue_text_0161,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0161
Q149,SỐT XUẤT HUYẾT DENGUE,risk_group,medium,Nhóm đối tượng nào dễ mắc bệnh sốt xuất huyết Dengue theo quy định?,Thông tin về nhóm nguy cơ mắc bệnh sốt xuất huyết Dengue.,answer_from_context,sốt xuất huyết dengue_text_0161,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0161
Q150,BỆNH TAY CHÂN MIỆNG,treatment,medium,Trẻ bị tay chân miệng có biến chứng thần kinh nên được điều trị như thế nào?,"Trẻ bị tay chân miệng có biến chứng thần kinh cần điều trị nội trú tại bệnh viện. Điều trị như độ 1 và sử dụng Phenobarbital uéng 5 - 7 mg/kg/ngày chia 2 lần. Trường hợp trẻ sốt cao không đáp ứng tốt với Paracetamol có thể phối hợp Ibuprofen 5 - 10 mg/kg/lần mdi 6 - 8 giờ nếu cần (dùng xen kẽ với các lần sử dụng Paracetamol). Tổng liều tối đa của Ibuprofen là 40 mg/kg/ngày, Paracetamol là 60 mg/kg/ngày. Không dùng thuốc Aspirin.",answer_from_context,bệnh tay chân miệng_text_0031,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0031
Q151,BỆNH TAY CHÂN MIỆNG,clinical_manifestation,medium,Trẻ bị tay chân miệng có biến chứng thần kinh ở mức độ 2a thường có những dấu hiệu gì?,"Trẻ bị tay chân miệng có biến chứng thần kinh ở mức độ 2a thường có dấu hiệu bất thường hoặc cha mẹ lo lắng. Điều trị nội trú tại bệnh viện và nên bố trí, sắp xếp các trẻ bị bệnh TCM có cùng phân độ vào cùng phòng để thuận lợi theo dõi.",answer_from_context,bệnh tay chân miệng_text_0031,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0031
Q152,BỆNH TAY CHÂN MIỆNG,treatment,medium,Trẻ bị tay chân miệng có biến chứng thần kinh ở mức độ 2a cần được điều trị như thế nào đặc biệt là về thuốc?,"Trẻ bị tay chân miệng có biến chứng thần kinh ở mức độ 2a cần sử dụng Phenobarbital uéng 5 - 7 mg/kg/ngày chia 2 lần. Trường hợp trẻ sốt cao không đáp ứng tốt với Paracetamol có thể phối hợp Ibuprofen 5 - 10 mg/kg/lần mdi 6 - 8 giờ nếu cần (dùng xen kẽ với các lần sử dụng Paracetamol). Tổng liều tối đa của Ibuprofen là 40 mg/kg/ngày, Paracetamol là 60 mg/kg/ngày. Không dùng thuốc Aspirin.",answer_from_context,bệnh tay chân miệng_text_0031,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh tay chân miệng.pdf,bệnh tay chân miệng_text_0031
Q153,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Dấu hiệu nào dưới đây là tiêu chí để nghi ngờ bệnh Sốt xuất huyết Dengue theo tài liệu này?,Sốt cao liên tục ≤ 7 ngày và có hoặc không dấu hiệu xuất huyết hoặc dây thắt dương tính,answer_from_context,sốt xuất huyết dengue_text_0170,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0170
Q154,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Trong trường hợp nào bệnh nhân cần được chuyển đến bệnh viện ngay lập tức?,"Chuyển đến bệnh viện HA đo được, Mạch rõ gần nhất hoặc Chuyển nhanh đến bệnh viện gần nhất",answer_from_context,sốt xuất huyết dengue_text_0170,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0170
Q155,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Nếu không có dấu hiệu nặng, bệnh nhân Sốt xuất huyết Dengue nên được điều trị như thế nào?","Dặn dò uống nhiều nước, Theo dõi dấu hiệu cảnh báo, Tái khám mỗi ngày đến khi hết sốt 2 ngày và Dặn dò dấu hiệu nặng cần khám ngay",answer_from_context,sốt xuất huyết dengue_text_0170,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0170
Q156,CÚM A,treatment,medium,Trong trường hợp nào sẽ chỉ định thở CPAP ngay?,"Nếu tinh trạng giảm oxy máu không được cải thiện bằng biện pháp thở oxy, SpO2 < 92%, và có điều kiện, ở trẻ em nên chỉ định thở CPAP ngay khi thất bại với thở oxy qua gọng mũi.",answer_from_context,cúm A_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,cúm A.pdf,cúm A_text_0009
Q157,CÚM A,treatment,medium,"Nếu bệnh nhân không đáp ứng tốt với thở oxy qua mặt nạ có túi, cần làm gì tiếp theo?",Theo dõi sát và cho thở máy sớm khi đáp ứng kém.,answer_from_context,cúm A_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,cúm A.pdf,cúm A_text_0009
Q158,DỊCH CÚM A,treatment,medium,Bệnh viện nào sẽ thu dung điều trị bệnh nhân cúm A(H7N9)?,"Thiết lập mạng lưới các bệnh viện sẵn sàng thu dung, điều trị bệnh nhân cúm A(H7N9). Có kế hoạch mở rộng các cơ sở thu dung điều trị bệnh nhân theo từng tình huống dịch.",answer_from_context,dịch cúm A_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0039
Q159,DỊCH CÚM A,diagnosis,medium,Các biện pháp tăng cường năng lực xét nghiệm để chẩn đoán cúm A(H7N9) là gì?,"Củng cố trang thiết bị phòng xét đảm bảo đủ năng lực xét nghiệm xác định; cung cấp sinh phẩm, thiết bị xét nghiệm, chân đoán; đảm bảo phát hiện nhanh, chính xác tác nhân gây bệnh của các phòng xét; tổ chức tập huấn các phương pháp lấy mẫu, bảo quản, vận chuyển và thông báo kết quả.",answer_from_context,dịch cúm A_text_0039,,need_review,passed,passed,llm_from_chunk,in_scope_medium,dịch cúm A.pdf,dịch cúm A_text_0039
Q160,SỐT XUẤT HUYẾT DENGUE,risk_group,medium,Những đối tượng nào có nguy cơ nhiễm trùng cao khi thực hiện nhiều thủ thuật xâm lấn?,Nguy cơ nhiễm trùng do thực hiện nhiều thủ thuật xâm lấn,answer_from_context,sốt xuất huyết dengue_text_0222,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0222
Q161,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Biểu hiện của nhiễm trùng tại chỗ sau tiêm là gì theo đoạn văn?,"nơi tiêm không đỏ, không có mủ và bệnh nhi không/gi sốt.",answer_from_context,sốt xuất huyết dengue_text_0222,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0222
Q162,VIÊM GAN VIRUS A,risk_group,medium,Nhóm đối tượng nào chịu trách nhiệm thi hành Quyết định này?,"Cục trưởng Cục Quản lý Khám, chữa bệnh; Chánh Văn phòng Bộ; Chánh Thanh tra Bộ; các Vụ trưởng, Cục trưởng của Bộ Y tế; Giám đốc các bệnh viện, viện có giường bệnh trực thuộc Bộ Y tế; Giám đốc Sở Y tế các tỉnh, thành phố trực thuộc Trung ương; Thủ trưởng y tế các Bộ, ngành; Thủ trưởng các đơn vị có liên quan",answer_from_context,viêm gan virus a_text_0002,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus a.pdf,viêm gan virus a_text_0002
Q163,SỐT XUẤT HUYẾT DENGUE,clinical_manifestation,medium,Trong trường hợp nào thì cần truyền thuốc vận mạch?,O hoặc đường kính tĩnh mạch chủ dưới căng g n o to suốt chu kỳ thở hoặc %PPV/SVV < 15% (khi đo cung lượng tim trên bệnh u h p nhân thở máy không có nhịp tự thở) thì truyền thuốc vận mạch.,answer_from_context,sốt xuất huyết dengue_text_0148,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0148
Q164,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Nếu thất bại với Dopamin và Dobutamin, cần làm gì tiếp theo?","nếu thất bại với Dopamin và Dobutamin thì nên đo cung lượng tim (nếu có) để hướng dẫn sử dụng vận mạch: phối hợp Noradrenalin 0,05-0,3 µg/kg/phút khi giảm kháng lực mạch máu hệ thống hoặc phối hợp Adrenalin 0,05 - 0,3 µg/kg/phút khi giảm co cơ tim, giảm cung lượng tim.",answer_from_context,sốt xuất huyết dengue_text_0148,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0148
Q165,SỐT XUẤT HUYẾT DENGUE,treatment,medium,Trong trường hợp nào thì cần áp dụng phương pháp lọc máu liên tục CVVHDF?,Lọc máu liên tục CVVHDF khi suy đa cơ quan hoặc thất bại điều trị nội khoa.,answer_from_context,sốt xuất huyết dengue_text_0076,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0076
Q166,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Ngoài Mannitol, còn có phương pháp nào để điều trị tăng áp lực nội sọ?","Điều trị tăng áp lực nội sọ (nếu có): Mannitol 20% liều 0,5g/kg/lần TTM nhanh 30 phút, lặp lại mỗi 8 giờ, có thể phối hợp xen kẽ Natri chlorua 3% 4ml/kg/30 phút, lặp lại mỗi 8 giờ.",answer_from_context,sốt xuất huyết dengue_text_0076,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0076
Q167,SỐT XUẤT HUYẾT DENGUE,treatment,medium,"Trong quá trình điều trị, khi nào cần thay huyết tương?","Thay huyết tương, ưu tiên thể tích cao, khi thất bại với lọc máu liên tục hoặc tổn thương gan nặng, diễn tiến nhanh.",answer_from_context,sốt xuất huyết dengue_text_0076,,need_review,passed,passed,llm_from_chunk,in_scope_medium,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0076
Q168,BỆNH DO VIRUS EBOLA,treatment,medium,Người bệnh Ebola cần được cách ly và điều trị như thế nào?,"Cách ly, điều trị tại cơ sở y tế theo hướng dẫn của Bộ Y tế.",answer_from_context,bệnh do virus ebola_text_0012,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh do virus ebola.pdf,bệnh do virus ebola_text_0012
Q169,BỆNH SỐT RÉT,treatment,medium,Liều lượng Artemether 40mg — lumefantrin 240mg cho trẻ có cân nặng từ 15kg đến dưới 25kg?,Liều lượng thuốc cho trẻ có cân nặng từ 15kg đến dưới 25kg là 1 viên mỗi ngày trong 3 ngày.,answer_from_context,bệnh sốt rét_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0049
Q170,BỆNH SỐT RÉT,risk_group,medium,Ai không nên sử dụng Artemether 40mg — lumefantrin 240mg?,"Những người có biểu hiện tâm thần, tiền sử động kinh và phụ nữ có thai không nên sử dụng Artemether 40mg — lumefantrin 240mg.",answer_from_context,bệnh sốt rét_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0049
Q171,BỆNH SỐT RÉT,treatment,medium,Lưu ý khi uống thuốc Artemether 40mg — lumefantrin 240mg?,Nên uống thuốc ngay sau khi ăn hoặc thức uống có chất béo.,answer_from_context,bệnh sốt rét_text_0049,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0049
