question_id,disease_group,question_type,difficulty,question,ground_truth,expected_behavior,expected_source,note,review_status,validation_status,validation_reason,source_generation,source_group,source_file,chunk_id,retrieval_evaluated,hit_any_at_5,matched_at_5,retrieved_sources_json,retrieval_filter_keep,retrieval_filter_reason
Q093,TRUYEN NHIEM 1,cause,easy,Nguyên nhân gây bệnh uốn ván là gì?,"Vi khuẩn uốn ván (Clostridium tetani) là trực khuẩn Gram (+) kỵ khí bắt buộc, sinh nha bào và gây bệnh bằng ngoại độc tố.",answer_from_context,Truyen-nhiem-1_text_0055,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0055,1,1.0,truyen-nhiem-1_text_0055,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0064"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 28, ""page_end"": 28, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0055"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG A. THỜI KỲ Ủ BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 26, ""page_end"": 26, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0004"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0186"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN XÁC ĐỊNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 74, ""page_end"": 74, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0133"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 55, ""page_end"": 55, ""content_type"": ""text""}]",1,retrieval_hit
Q094,TRUYEN NHIEM 1,transmission,easy,Vi khuẩn uốn ván thường tồn tại ở đâu?,C. tetani có thể tìm thấy trong ống tiêu hóa động vật có vú và phổ biến ở trong đất.,answer_from_context,Truyen-nhiem-1_text_0055,,need_review,passed,passed,llm_from_chunk,in_scope_easy,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0055,1,1.0,truyen-nhiem-1_text_0055,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0061"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG A. THỜI KỲ Ủ BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 27, ""page_end"": 27, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0150"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 60, ""page_end"": 60, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0055"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG A. THỜI KỲ Ủ BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 26, ""page_end"": 26, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh tay chân miệng_text_0051"", ""disease"": ""BỆNH TAY CHÂN MIỆNG"", ""section_title"": ""PHÒNG BỆNH Ở CỘNG ĐỒNG"", ""source_file"": ""bệnh tay chân miệng.pdf"", ""page_start"": 21, ""page_end"": 21, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""dịch cúm A_text_0016"", ""disease"": ""DỊCH CÚM A"", ""section_title"": ""KHUYẾN CÁO PHÒNG CHỐNG DỊCH PHÙ HỢP VỚI CÁC ĐỐI TƯỢNG NGUY CƠ."", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}]",1,retrieval_hit
Q100,DỊCH CÚM A,definition,easy,"Chủ động phối hợp với các đơn vị y tế dự phòng trong công tác thông tin, báo cáo ca bệnh truyền nhiễm như thế nào?","Chủ động phối hợp với các đơn vị y tế dự phòng trong công tác thông tin, báo cáo ca bệnh truyền nhiễm đầy đủ, chính xác, kịp thời theo quy định.",answer_from_context,dịch cúm A_text_0059,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0059,1,1.0,dịch cúm a_text_0059,"[{""rank"": 1, ""chunk_id"": ""dịch cúm A_text_0059"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 18, ""page_end"": 18, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""dịch cúm A_text_0025"", ""disease"": ""DỊCH CÚM A"", ""section_title"": ""KHUYẾN CÁO PHÒNG CHỐNG DỊCH CHO PHÙ HỢP VỚI CÁC ĐỐI TƯỢNG NGUY CƠ."", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""dịch cúm A_text_0027"", ""disease"": ""DỊCH CÚM A"", ""section_title"": ""KHUYẾN CÁO PHÒNG CHỐNG DỊCH CHO PHÙ HỢP VỚI CÁC ĐỐI TƯỢNG NGUY CƠ."", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""dịch cúm A_text_0046"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 13, ""page_end"": 13, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""cúm A_text_0017"", ""disease"": ""CÚM A"", ""section_title"": ""XỬ LÝ MÔI TRƯỜNG VÀ CHẤT THẢI BỆNH VIỆN"", ""source_file"": ""cúm A.pdf"", ""page_start"": 6, ""page_end"": 6, ""content_type"": ""text""}]",1,retrieval_hit
Q101,DỊCH CÚM A,definition,easy,"Việc kiểm soát nhiễm khuẩn bệnh viện và phòng, chống lây nhiễm chéo trong bệnh viện có mục đích gì?","Thực hiện kiểm soát nhiễm khuẩn bệnh viện, phòng, chống lây nhiễm chéo trong bệnh viện.",answer_from_context,dịch cúm A_text_0059,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0059,1,1.0,dịch cúm a_text_0059,"[{""rank"": 1, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0019"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh do virus ebola_text_0015"", ""disease"": ""BỆNH DO VIRUS EBOLA"", ""section_title"": ""TRIỆU CHỨNG XỬ TRÍ"", ""source_file"": ""bệnh do virus ebola.pdf"", ""page_start"": 6, ""page_end"": 6, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0110"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 36, ""page_end"": 36, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0017"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""dịch cúm A_text_0059"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 18, ""page_end"": 18, ""content_type"": ""text""}]",1,retrieval_hit
Q102,DỊCH CÚM A,cause,easy,"Tại sao chỉ đạo tuyến và hỗ trợ tuyến dưới về mặt chuyên môn, nhân lực, vật lực là cần thiết?","Chỉ đạo tuyến và hỗ trợ tuyến dưới về mặt chuyên môn, nhân lực, vật lực khi cân thiệt, kiêm tra giám sát công tác phòng, chong dich của các cơ sở khám chữa bệnh trong phạm vi địa phương.",answer_from_context,dịch cúm A_text_0059,,need_review,passed,passed,llm_from_chunk,in_scope_easy,dịch cúm A.pdf,dịch cúm A_text_0059,1,1.0,dịch cúm a_text_0059,"[{""rank"": 1, ""chunk_id"": ""dịch cúm A_text_0041"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 11, ""page_end"": 11, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""dịch cúm A_text_0059"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 18, ""page_end"": 18, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""dịch cúm A_text_0040"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 11, ""page_end"": 11, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0004"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN VÀ ĐIỀU TRỊ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0005"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""CHẨN ĐOÁN VÀ ĐIỀU TRỊ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}]",1,retrieval_hit
Q113,SỐT XUẤT HUYẾT DENGUE,prevention,easy,Biện pháp nào giúp bảo vệ trẻ khỏi bị muỗi vằn đốt?,"Bảo vệ tránh không bị muỗi đốt: ngủ màn, không cho trẻ chơi ở những chỗ tối, đuổi muỗi (đốt nhang muỗi, xịt muỗi), mặc quần áo dài tay, dùng kem thoa chống muỗi.",answer_from_context,sốt xuất huyết dengue_text_0280,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0280,1,1.0,sốt xuất huyết dengue_text_0280,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0110"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 36, ""page_end"": 36, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0205"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 76, ""page_end"": 76, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0280"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 103, ""page_end"": 103, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""Truyen-nhiem-1_text_0050"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ HỖ TRỢ"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 24, ""page_end"": 24, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""sốt xuất huyết dengue_text_0275"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 101, ""page_end"": 101, ""content_type"": ""text""}]",1,retrieval_hit
Q114,SỐT XUẤT HUYẾT DENGUE,transmission,easy,Muỗi vằn sống ở đâu và đẻ trứng trong môi trường nào?,"Muỗi vằn sống trong nhà, thường ở xó tối và chỗ treo quần áo, muỗi vằn đẻ trứng trong các dụng cụ chứa nước sạch, trong, nước mưa.",answer_from_context,sốt xuất huyết dengue_text_0280,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0280,1,1.0,sốt xuất huyết dengue_text_0280,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0280"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 103, ""page_end"": 103, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh rubella_text_0005"", ""disease"": ""BỆNH RUBELLA"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""bệnh rubella.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0110"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""PHÒNG BỆNH"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 36, ""page_end"": 36, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0003"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0139"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": """", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 57, ""page_end"": 57, ""content_type"": ""text""}]",1,retrieval_hit
Q115,BỆNH SỞI,prevention,easy,Nhân viên y tế cần làm gì để giảm nguy cơ lây nhiễm Sởi khi tiếp xúc với bệnh nhân?,"Nhân viên y tế cần được tiêm phòng đầy đủ, hạn chế việc tiếp xúc gần khi không cần thiết và mang khẩu trang có độ lọc cao cùng vệ sinh tay sau khi tiếp xúc.",answer_from_context,bệnh sởi_text_0038,,need_review,passed,passed,llm_from_chunk,in_scope_easy,bệnh sởi.pdf,bệnh sởi_text_0038,1,1.0,bệnh sởi_text_0038,"[{""rank"": 1, ""chunk_id"": ""bệnh sởi_text_0038"", ""disease"": ""BỆNH SỞI"", ""section_title"": ""DỰ PHÒNG LÂY NHIỄM"", ""source_file"": ""bệnh sởi.pdf"", ""page_start"": 16, ""page_end"": 16, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh viêm gan virus c_text_0049"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""DỰ PHÒNG NHIỄM HCV"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 21, ""page_end"": 21, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""dịch cúm A_text_0008"", ""disease"": ""DỊCH CÚM A"", ""section_title"": """", ""source_file"": ""dịch cúm A.pdf"", ""page_start"": 3, ""page_end"": 3, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0019"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0005"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""TRIỆU CHỨNG LÂM SÀNG"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 2, ""page_end"": 2, ""content_type"": ""text""}]",1,retrieval_hit
Q117,SỐT XUẤT HUYẾT DENGUE,symptom,easy,Việc cho trẻ ăn uống như thế nào khi chán ăn hoặc nôn ói theo hướng dẫn trong tài liệu?,"Khi trẻ chán ăn hoặc nôn ói, nên chia thành nhiều lần trong ngày.",answer_from_context,sốt xuất huyết dengue_text_0187,,need_review,passed,passed,llm_from_chunk,in_scope_easy,sốt xuất huyết dengue.pdf,sốt xuất huyết dengue_text_0187,1,1.0,sốt xuất huyết dengue_text_0187,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0187"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ SXHD THEO PHÂN ĐỘ"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 70, ""page_end"": 70, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0195"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ SXHD THEO PHÂN ĐỘ"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 73, ""page_end"": 73, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0182"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ SXHD THEO PHÂN ĐỘ"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 68, ""page_end"": 68, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""sốt xuất huyết dengue_text_0203"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 76, ""page_end"": 76, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""bệnh sốt rét_text_0055"", ""disease"": ""BỆNH SỐT RÉT"", ""section_title"": ""ĐIỀU TRỊ NHÓM ĐỐI TƯỢNG CÓ NGUY CƠ CAO"", ""source_file"": ""bệnh sốt rét.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}]",1,retrieval_hit
Q123,BỆNH SỐT RÉT,risk_group,medium,Người bệnh thiếu G6PD cần được theo dõi chặt chẽ khi dùng primaquin vì lý do gì?,Người bệnh thiếu G6PD va bán thiếu cần phải được theo dõi chặt chẽ khi dùng primaquin.,answer_from_context,bệnh sốt rét_text_0045,,need_review,passed,passed,llm_from_chunk,in_scope_medium,bệnh sốt rét.pdf,bệnh sốt rét_text_0045,1,1.0,bệnh sốt rét_text_0045,"[{""rank"": 1, ""chunk_id"": ""bệnh viêm gan virus c_text_0039"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 18, ""page_end"": 18, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""bệnh sốt rét_text_0045"", ""disease"": ""BỆNH SỐT RÉT"", ""section_title"": ""ĐIỀU TRỊ NHÓM ĐỐI TƯỢNG CÓ NGUY CƠ CAO"", ""source_file"": ""bệnh sốt rét.pdf"", ""page_start"": 17, ""page_end"": 17, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""sốt xuất huyết dengue_text_0275"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐẠI CƯƠNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 101, ""page_end"": 101, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0017"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""XỬ LÝ DỤNG CỤ, ĐỒ VẢI VÀ ĐỒ DÙNG SINH HOẠT CHO BỆNH NHÂN"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 7, ""page_end"": 7, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""sốt xuất huyết dengue_text_0203"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": """", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 76, ""page_end"": 76, ""content_type"": ""text""}]",1,retrieval_hit
Q131,TRUYEN NHIEM 1,clinical_manifestation,medium,Trẻ em bị thủy đậu thường có triệu chứng như thế nào so với người lớn?,Trẻ nhỏ thường có ít ban hơn so với trẻ lớn hơn.,answer_from_context,Truyen-nhiem-1_text_0046,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0046,1,1.0,truyen-nhiem-1_text_0046,"[{""rank"": 1, ""chunk_id"": ""sốt xuất huyết dengue_text_0231"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ NỘI TRÚ A) THEO DÕI LÂM SÀNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 85, ""page_end"": 85, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""Truyen-nhiem-1_text_0043"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0046"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""viêm gan virus e_text_0010"", ""disease"": ""VIÊM GAN VIRUS E"", ""section_title"": ""PHÒNG BỆNH KHÔNG ĐẶC HIỆU"", ""source_file"": ""viêm gan virus e.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""Truyen-nhiem-1_text_0021"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""ĐIỀU TRỊ THUỐC KHÁNG VIRUS ACYCLOVIR"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 14, ""page_end"": 14, ""content_type"": ""text""}]",1,retrieval_hit
Q132,TRUYEN NHIEM 1,clinical_manifestation,medium,Tại sao số lượng và mức độ nặng của ban thủy đậu giữa các bệnh nhân lại khác nhau?,Số lượng và mức độ nặng của ban rất khác biệt giữa các người bệnh. Trẻ nhỏ thường có ít ban hơn so với trẻ lớn hơn; các ca bệnh thứ cấp và tam cấp trong gia đình thường có số lượng ban nhiều hơn.,answer_from_context,Truyen-nhiem-1_text_0046,,need_review,passed,passed,llm_from_chunk,in_scope_medium,Truyen-nhiem-1.pdf,Truyen-nhiem-1_text_0046,1,1.0,truyen-nhiem-1_text_0046,"[{""rank"": 1, ""chunk_id"": ""Truyen-nhiem-1_text_0046"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""LÂM SÀNG"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 22, ""page_end"": 22, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""sốt xuất huyết dengue_text_0231"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ NỘI TRÚ A) THEO DÕI LÂM SÀNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 85, ""page_end"": 85, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""Truyen-nhiem-1_text_0119"", ""disease"": ""TRUYEN NHIEM 1"", ""section_title"": ""TÁC NHÂN GÂY BỆNH"", ""source_file"": ""Truyen-nhiem-1.pdf"", ""page_start"": 49, ""page_end"": 49, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh sốt rét_text_0019"", ""disease"": ""BỆNH SỐT RÉT"", ""section_title"": ""ĐIỀU TRỊ"", ""source_file"": ""bệnh sốt rét.pdf"", ""page_start"": 8, ""page_end"": 8, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""sốt xuất huyết dengue_text_0240"", ""disease"": ""SỐT XUẤT HUYẾT DENGUE"", ""section_title"": ""ĐIỀU TRỊ CHỐNG SỐC CẦN CHÚ Ý TÍNH LƯỢNG DỊCH TRUYỀN TRÊN CÂN NẶNG"", ""source_file"": ""sốt xuất huyết dengue.pdf"", ""page_start"": 88, ""page_end"": 88, ""content_type"": ""text""}]",1,retrieval_hit
Q140,VIÊM GAN VIRUS E,treatment,medium,Thuốc nào được sử dụng để tăng cường chuyển hóa amoniac độc hại thành ure?,"Thuốc tăng cường chuyển hóa: chuyển amoniac độc hại thành ure như nhóm L-Ornithin L-Aspartat, Lactulose.",answer_from_context,viêm gan virus e_text_0009,,need_review,passed,passed,llm_from_chunk,in_scope_medium,viêm gan virus e.pdf,viêm gan virus e_text_0009,1,1.0,viêm gan virus e_text_0009,"[{""rank"": 1, ""chunk_id"": ""viêm não màng não đơn bào_text_0009"", ""disease"": ""VIÊM NÃO MÀNG NÃO ĐƠN BÀO"", ""section_title"": ""ĐIỀU TRỊ HỖ TRỢ"", ""source_file"": ""viêm não màng não đơn bào.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 2, ""chunk_id"": ""viêm gan virus e_text_0009"", ""disease"": ""VIÊM GAN VIRUS E"", ""section_title"": ""PHÒNG BỆNH KHÔNG ĐẶC HIỆU"", ""source_file"": ""viêm gan virus e.pdf"", ""page_start"": 4, ""page_end"": 4, ""content_type"": ""text""}, {""rank"": 3, ""chunk_id"": ""bệnh viêm gan virus c_text_0029"", ""disease"": ""BỆNH VIÊM GAN VIRUS C"", ""section_title"": ""ĐIỀU TRỊ VIÊM GAN VI RÚT C Ở MỘT SỐ TRƯỜNG HỢP ĐẶC BIỆT"", ""source_file"": ""bệnh viêm gan virus c.pdf"", ""page_start"": 15, ""page_end"": 15, ""content_type"": ""text""}, {""rank"": 4, ""chunk_id"": ""bệnh do virus corona hay covid-19_text_0013"", ""disease"": ""BỆNH DO VIRUS CORONA HAY COVID 19"", ""section_title"": ""ĐIỀU TRỊ HỖ TRỢ"", ""source_file"": ""bệnh do virus corona hay covid-19.pdf"", ""page_start"": 5, ""page_end"": 5, ""content_type"": ""text""}, {""rank"": 5, ""chunk_id"": ""viêm gan virus a_text_0008"", ""disease"": ""VIÊM GAN VIRUS A"", ""section_title"": ""ĐIỀU TRỊ HỖ TRỢ"", ""source_file"": ""viêm gan virus a.pdf"", ""page_start"": 3, ""page_end"": 3, ""content_type"": ""text""}]",1,retrieval_hit
